symbol,name,sector,risk_score,volatility_risk_score,concentration_risk_score,liquidity_risk_score,beta_score,beta,volatility_score,annual_volatility_pct,drawdown_score,max_drawdown_pct,volatility_risk_total,institutional_score,institutional_holding_pct,promoter_score,promoter_holding_pct,float_score,float_pct,concentration_risk_total,volume_score,avg_volume,mcap_score,market_cap_cr,liquidity_risk_total,risk_flags
AUTOAXLES,Automotive Axles Limited,Consumer Cyclical,12.0,8.0,3.5,0.5,3,0.61,2.5,31.3,2.5,26.7,8.0,1.5,15.6,1.5,71.0,0.5,28.7,3.5,0.0,12651,0.5,2545.0,0.5,LOW_LIQUIDITY
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,12.0,5.0,4.0,3.0,1,0.4,2.0,40.8,2.0,38.4,5.0,1.5,11.6,1.5,44.5,1.0,52.8,4.0,2.0,263000,1.0,6453.0,3.0,NONE
ALEMBICLTD,Alembic Limited,Real Estate,12.0,6.5,3.0,2.5,3,0.7,2.5,29.4,1.0,41.1,6.5,1.0,0.9,1.5,72.2,0.5,26.5,3.0,2.0,362773,0.5,2310.0,2.5,NONE
ANTHEM,ANTHEM,Healthcare,12.0,6.5,1.5,4.0,2,,2.5,32.6,2.0,31.5,6.5,1.5,10.6,0.0,84.4,0.0,11.0,1.5,2.5,882152,1.5,43999.0,4.0,NONE
GEOJITFSL,Geojit Financial Services Limited,Financial Services,12.0,4.0,4.5,3.5,1,0.29,2.0,36.1,1.0,41.3,4.0,1.5,11.3,2.0,53.7,1.0,46.3,4.5,3.0,1157150,0.5,2064.0,3.5,NONE
CSBBANK,CSB Bank Limited,Financial Services,12.0,4.0,4.5,3.5,1,0.3,2.0,44.9,1.0,40.4,4.0,1.5,15.9,2.0,53.9,1.0,57.7,4.5,2.5,720094,1.0,6078.0,3.5,NONE
MAXESTATES,MAXESTATES,Real Estate,12.0,7.0,3.0,2.0,4,1.08,2.0,37.1,1.0,44.1,7.0,1.0,9.5,1.5,70.2,0.5,31.6,3.0,1.0,111328,1.0,6620.0,2.0,NONE
KWIL,KWIL,Consumer Defensive,12.0,6.5,1.5,4.0,2,,2.0,49.1,2.5,23.4,6.5,1.0,7.0,0.0,0.0,0.5,38.1,1.5,3.0,16377240,1.0,6203.0,4.0,NONE
DYNAMATECH,Dynamatic Technologies Limited,Consumer Cyclical,12.0,7.0,4.0,1.0,2,0.45,2.0,43.4,3.0,19.8,7.0,1.5,16.2,1.5,48.2,1.0,55.2,4.0,0.0,24571,1.0,7291.0,1.0,LOW_LIQUIDITY
JSWCEMENT,JSWCEMENT,Basic Materials,12.0,6.5,1.0,4.5,2,,2.5,30.6,2.0,32.1,6.5,1.0,9.9,0.0,80.7,0.0,17.9,1.0,3.0,3956959,1.5,16520.0,4.5,NONE
CCAVENUE,AvenuesAI Limited,Technology,12.0,5.0,3.5,3.5,1,0.15,2.0,42.9,2.0,31.8,5.0,1.0,3.0,2.0,52.1,0.5,35.5,3.5,3.0,13337037,0.5,4762.0,3.5,NONE
KAYNES,Kaynes Technology India Limited,Technology,12.0,3.0,4.5,4.5,2,,1.0,50.6,0.0,56.9,3.0,1.5,19.4,2.0,55.1,1.0,45.9,4.5,3.0,1313052,1.5,21933.0,4.5,SEVERE_DRAWDOWN
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,12.0,5.5,4.5,2.0,2,0.49,2.5,29.4,1.0,44.7,5.5,2.0,26.3,1.5,47.2,1.0,52.8,4.5,1.0,178802,1.0,8115.0,2.0,NONE
ATUL,Atul Ltd,Basic Materials,12.0,6.0,4.5,1.5,1,0.2,2.5,25.5,2.5,26.2,6.0,2.0,27.8,1.5,48.1,1.0,50.5,4.5,0.0,34903,1.5,20904.0,1.5,LOW_LIQUIDITY
CONCORDBIO,Concord Biotech Limited,Healthcare,12.0,5.0,3.5,3.5,3,0.64,2.0,39.0,0.0,52.1,5.0,1.5,12.7,1.5,74.3,0.5,25.8,3.5,2.0,237753,1.5,11877.0,3.5,SEVERE_DRAWDOWN
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,12.0,5.5,2.0,4.5,1,0.26,2.5,27.5,2.0,37.8,5.5,1.0,78.6,0.0,0.0,1.0,98.0,2.0,3.0,3036452,1.5,19735.0,4.5,NONE
PARADEEP,Paradeep Phosphates Limited,Basic Materials,12.0,3.0,4.5,4.5,1,-0.04,2.0,45.8,0.0,55.2,3.0,1.5,19.9,2.0,58.4,1.0,41.7,4.5,3.0,7499696,1.5,12506.0,4.5,SEVERE_DRAWDOWN
DEN,DEN Networks Limited,Communication Services,12.0,6.5,2.5,3.0,3,0.64,2.5,29.9,1.0,44.3,6.5,1.0,0.2,1.5,74.9,0.0,24.8,2.5,2.5,619695,0.5,1245.0,3.0,NONE
ALIVUS,Alivus Life Sciences Limited,Healthcare,12.0,7.0,2.5,2.5,2,,2.5,28.1,2.5,24.5,7.0,1.0,8.0,1.0,76.1,0.5,25.2,2.5,1.0,105662,1.5,12821.0,2.5,NONE
INDIACEM,The India Cements Limited,Basic Materials,12.0,5.5,2.5,4.0,1,0.27,2.0,35.4,2.5,28.2,5.5,1.5,13.6,1.0,75.2,0.0,23.2,2.5,2.5,771238,1.5,18601.0,4.0,NONE
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,12.0,4.5,3.5,4.0,1,0.15,1.0,54.5,2.5,28.0,4.5,1.5,11.9,1.5,70.9,0.5,26.6,3.5,2.5,991471,1.5,18028.0,4.0,NONE
MAANALU,Maan Aluminium Limited,Basic Materials,12.0,7.5,3.5,1.0,3,0.68,2.0,47.6,2.5,29.3,7.5,1.0,1.5,2.0,66.2,0.5,32.8,3.5,1.0,156860,0.0,836.0,1.0,NONE
ANDHRSUGAR,The Andhra Sugars Limited,Basic Materials,12.0,7.5,2.0,2.5,2,0.41,2.5,31.3,3.0,19.2,7.5,1.0,0.9,0.0,0.0,1.0,56.0,2.0,2.0,273052,0.5,1229.0,2.5,NONE
KROSS,KROSS,Consumer Cyclical,12.0,5.0,3.5,3.5,2,,1.0,50.2,2.0,31.1,5.0,1.0,5.2,2.0,69.6,0.5,31.5,3.5,3.0,1187302,0.5,1218.0,3.5,NONE
BHARATSE,Bharat Seats Limited,Consumer Cyclical,12.0,6.0,3.5,2.5,4,0.9,1.0,57.3,1.0,42.4,6.0,1.5,16.4,2.0,59.3,0.0,23.5,3.5,2.0,351128,0.5,1191.0,2.5,NONE
PACEDIGITK,Pace Digitek Limited,Technology,12.0,6.0,2.5,3.5,2,,2.0,41.5,2.0,37.8,6.0,1.0,3.6,1.5,74.4,0.0,19.0,2.5,3.0,1840263,0.5,3866.0,3.5,NONE
MOTISONS,MOTISONS,Consumer Cyclical,12.0,6.0,2.5,3.5,4,0.89,2.0,47.5,0.0,53.7,6.0,0.0,0.0,2.0,66.3,0.5,31.4,2.5,3.0,4140405,0.5,1178.0,3.5,SEVERE_DRAWDOWN
HARSHA,Harsha Engineers International Limited,Industrials,12.0,8.0,2.5,1.5,3,0.6,2.5,32.4,2.5,28.0,8.0,1.5,12.6,1.0,77.0,0.0,22.9,2.5,1.0,104374,0.5,3693.0,1.5,NONE
ASHOKA,Ashoka Buildcon Limited,Industrials,12.0,4.0,4.5,3.5,2,0.58,2.0,36.7,0.0,54.4,4.0,1.5,17.3,2.0,54.5,1.0,45.6,4.5,3.0,1141025,0.5,3596.0,3.5,SEVERE_DRAWDOWN
ABREL,Aditya Birla Real Estate Limited,Real Estate,12.0,4.0,4.5,3.5,2,0.42,2.0,39.1,0.0,56.2,4.0,1.5,19.8,2.0,55.4,1.0,53.0,4.5,2.0,224399,1.5,14286.0,3.5,SEVERE_DRAWDOWN
KNRCON,KNR Constructions Limited,Industrials,12.0,4.0,4.5,3.5,2,0.43,2.0,36.8,0.0,53.9,4.0,2.0,23.0,1.5,48.8,1.0,51.1,4.5,3.0,2489519,0.5,3644.0,3.5,SEVERE_DRAWDOWN
JYOTICNC,Jyoti CNC Automation Limited,Industrials,12.0,4.0,4.0,4.0,1,-0.08,2.0,40.4,1.0,46.8,4.0,1.5,19.2,2.0,67.7,0.5,31.2,4.0,2.5,678268,1.5,16087.0,4.0,NONE
BCLIND,BCL Industries Limited,Consumer Defensive,12.0,6.0,3.5,2.5,3,0.72,2.0,38.1,1.0,45.4,6.0,1.0,0.3,2.0,60.4,0.5,38.6,3.5,2.5,705345,0.0,989.0,2.5,NONE
CEMPRO,Cemindia Projects Limited,Industrials,12.0,5.0,3.0,4.0,3,0.74,1.0,53.6,1.0,40.9,5.0,1.0,4.4,1.5,72.1,0.5,28.9,3.0,2.5,701257,1.5,15453.0,4.0,NONE
GKSL,GKSL,Healthcare,12.0,7.5,1.0,3.5,2,,2.5,32.6,3.0,11.2,7.5,1.0,0.0,0.0,88.8,0.0,12.1,1.0,3.0,1195592,0.5,1082.0,3.5,NONE
KECL,Kirloskar Electric Company Limited,Industrials,12.0,6.0,4.0,2.0,3,0.65,2.0,42.4,1.0,48.0,6.0,1.0,1.1,2.0,57.1,1.0,42.8,4.0,2.0,304792,0.0,763.0,2.0,NONE
FIEMIND,Fiem Industries Limited,Consumer Cyclical,12.0,6.5,4.5,1.0,2,0.51,2.0,36.9,2.5,24.9,6.5,1.5,11.3,2.0,54.5,1.0,45.5,4.5,0.0,84249,1.0,5707.0,1.0,LOW_LIQUIDITY
INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,12.0,6.5,2.5,3.0,2,,2.5,29.8,2.0,33.4,6.5,1.5,51.7,0.0,27.6,1.0,41.3,2.5,2.0,208045,1.0,8992.0,3.0,NONE
MMTC,MMTC Limited,Industrials,12.0,7.0,1.0,4.0,3,0.74,2.0,49.1,2.0,39.3,7.0,1.0,1.7,0.0,89.9,0.0,9.9,1.0,3.0,6461040,1.0,9449.0,4.0,NONE
NDL,Nandan Denim Limited,Consumer Cyclical,12.0,6.0,3.0,3.0,4,0.83,2.0,39.7,0.0,55.3,6.0,0.0,0.0,2.0,52.6,1.0,50.2,3.0,3.0,2605986,0.0,386.0,3.0,SEVERE_DRAWDOWN
ADFFOODS,ADF Foods Limited,Consumer Defensive,12.0,5.0,4.5,2.5,2,,2.0,48.5,1.0,46.7,5.0,2.0,22.9,2.0,57.0,0.5,34.4,4.5,2.0,204623,0.5,2948.0,2.5,NONE
MSTCLTD,MSTC Limited,Industrials,12.0,6.0,3.5,2.5,2,0.58,2.0,35.9,2.0,35.2,6.0,1.0,3.2,2.0,64.7,0.5,33.9,3.5,2.0,224258,0.5,2973.0,2.5,NONE
INDIGOPNTS,Indigo Paints Limited,Basic Materials,12.0,5.5,5.0,1.5,2,0.47,2.5,34.8,1.0,46.4,5.5,2.0,31.6,2.0,53.9,1.0,46.1,5.0,1.0,115525,0.5,4697.0,1.5,NONE
HCG,HealthCare Global Enterprises Limited,Healthcare,12.0,5.5,3.5,3.0,1,-0.14,2.5,30.5,2.0,32.8,5.5,1.5,16.4,1.5,70.6,0.5,36.9,3.5,2.0,228816,1.0,9514.0,3.0,NONE
NAVNETEDUL,Navneet Education Limited,Communication Services,12.0,5.5,4.0,2.5,1,0.1,2.0,37.2,2.5,25.2,5.5,1.5,12.3,2.0,65.6,0.5,34.3,4.0,2.0,267448,0.5,3114.0,2.5,NONE
KAMDHENU,Kamdhenu Limited,Basic Materials,12.0,5.0,4.0,3.0,2,1.55,2.0,40.6,1.0,48.7,5.0,1.0,1.1,2.0,51.0,1.0,45.7,4.0,3.0,1812284,0.0,700.0,3.0,HIGH_BETA
CARRARO,CARRARO,Consumer Cyclical,12.0,6.5,4.0,1.5,2,,2.0,44.0,2.5,27.3,6.5,1.5,17.0,2.0,68.8,0.5,31.2,4.0,1.0,145235,0.5,3241.0,1.5,NONE
GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,12.0,7.5,4.0,0.5,3,0.66,2.5,27.7,2.0,31.0,7.5,1.5,11.1,2.0,67.7,0.5,31.9,4.0,0.0,68270,0.5,4665.0,0.5,LOW_LIQUIDITY
BANCOINDIA,Banco Products (India) Limited,Consumer Cyclical,12.0,5.0,3.5,3.5,3,0.67,1.0,53.9,1.0,41.0,5.0,1.0,1.4,2.0,70.0,0.5,30.0,3.5,2.5,706184,1.0,8702.0,3.5,NONE
ASIANENE,Asian Energy Services Limited,Energy,12.0,7.0,2.5,2.5,3,0.77,2.0,45.1,2.0,39.2,7.0,0.0,0.0,2.0,63.7,0.5,32.3,2.5,2.0,201823,0.5,1523.0,2.5,NONE
GHCL,GHCL Limited,Basic Materials,12.0,6.5,4.0,1.5,2,,2.5,28.5,2.0,35.7,6.5,2.0,22.5,1.0,39.6,1.0,68.5,4.0,1.0,143298,0.5,4355.0,1.5,NONE
IVALUE,iValue Infosolutions Limited,Technology,12.0,6.0,3.5,2.5,2,,2.0,45.0,2.0,34.9,6.0,1.0,8.1,2.0,62.9,0.5,36.4,3.5,2.0,387850,0.5,1345.0,2.5,NONE
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,12.0,5.5,3.5,3.0,1,0.03,2.5,25.7,2.0,32.6,5.5,1.0,6.6,1.5,72.1,1.0,46.1,3.5,2.0,217223,1.0,8640.0,3.0,NONE
MOREPENLAB,Morepen Laboratories Limited,Healthcare,12.0,5.0,3.5,3.5,3,0.74,2.0,40.6,0.0,50.2,5.0,1.0,1.4,1.5,42.7,1.0,56.6,3.5,3.0,3873209,0.5,2298.0,3.5,SEVERE_DRAWDOWN
MEDIASSIST,MEDIASSIST,Healthcare,11.5,7.0,2.0,2.5,4,1.16,2.0,39.4,1.0,49.2,7.0,1.0,64.6,0.0,12.7,1.0,87.0,2.0,2.0,221777,0.5,2875.0,2.5,NONE
BEPL,Bhansali Engineering Polymers Limited,Basic Materials,11.5,5.5,3.5,2.5,1,0.21,2.5,27.4,2.0,33.1,5.5,1.0,1.0,2.0,63.1,0.5,38.1,3.5,2.0,388648,0.5,2377.0,2.5,NONE
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,11.5,4.0,3.5,4.0,1,-0.09,2.0,36.3,1.0,49.0,4.0,1.0,9.4,1.5,46.1,1.0,55.2,3.5,3.0,1168664,1.0,5428.0,4.0,NONE
GREAVESCOT,Greaves Cotton Limited,Industrials,11.5,4.0,4.0,3.5,1,0.07,2.0,38.6,1.0,48.2,4.0,1.0,2.9,2.0,56.6,1.0,43.1,4.0,3.0,1837638,0.5,3861.0,3.5,NONE
BHARTIHEXA,BHARTIHEXA,Communication Services,11.5,6.0,1.5,4.0,1,0.17,2.5,28.7,2.5,25.8,6.0,1.5,10.5,0.0,85.0,0.0,15.0,1.5,2.0,231139,2.0,78115.0,4.0,NONE
CARYSIL,Carysil Limited,Consumer Cyclical,11.5,6.5,3.5,1.5,2,0.56,2.0,46.3,2.5,29.0,6.5,1.0,9.9,1.5,48.1,1.0,51.8,3.5,1.0,135693,0.5,2612.0,1.5,NONE
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,11.5,4.0,4.0,3.5,2,0.56,2.0,47.0,0.0,51.6,4.0,1.0,5.5,2.0,55.7,1.0,52.6,4.0,3.0,1153381,0.5,2747.0,3.5,SEVERE_DRAWDOWN
BALAMINES,Balaji Amines Limited,Basic Materials,11.5,5.0,3.5,3.0,2,,2.0,48.3,1.0,48.7,5.0,1.0,1.8,2.0,67.6,0.5,30.4,3.5,2.0,226835,1.0,5528.0,3.0,NONE
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,11.5,5.0,4.0,2.5,2,0.52,2.0,45.6,1.0,43.9,5.0,1.0,0.6,2.0,55.4,1.0,44.7,4.0,2.0,377079,0.5,3371.0,2.5,NONE
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,11.5,4.0,4.0,3.5,3,0.72,1.0,59.7,0.0,70.4,4.0,1.5,17.0,1.5,45.1,1.0,45.7,4.0,3.0,1073821,0.5,2408.0,3.5,SEVERE_DRAWDOWN
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,11.5,5.0,2.0,4.5,1,0.22,2.0,36.3,2.0,30.9,5.0,1.0,2.7,1.0,77.8,0.0,20.7,2.0,2.5,506641,2.0,97547.0,4.5,NONE
MUTHOOTMF,MUTHOOTMF,Financial Services,11.5,6.5,2.5,2.5,2,,2.0,41.8,2.5,25.9,6.5,1.0,7.8,1.5,71.7,0.0,20.4,2.5,2.0,434418,0.5,3038.0,2.5,NONE
AARTIDRUGS,Aarti Drugs Limited,Healthcare,11.5,5.0,4.0,2.5,2,,2.0,35.3,1.0,41.0,5.0,1.5,11.1,2.0,60.2,0.5,38.7,4.0,2.0,243618,0.5,3356.0,2.5,NONE
EVEREADY,Eveready Industries India Limited,Industrials,11.5,5.0,4.0,2.5,2,0.47,2.0,36.1,1.0,43.9,5.0,1.0,3.2,2.0,63.4,1.0,76.5,4.0,2.0,204187,0.5,2326.0,2.5,NONE
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Defensive,11.5,4.0,4.0,3.5,1,0.14,2.0,35.8,1.0,48.7,4.0,1.0,2.6,2.0,61.7,1.0,44.0,4.0,3.0,8421195,0.5,4202.0,3.5,NONE
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,11.5,5.5,4.0,2.0,1,0.14,2.5,30.6,2.0,39.5,5.5,1.5,11.2,2.0,61.6,0.5,38.4,4.0,0.0,69555,2.0,114721.0,2.0,LOW_LIQUIDITY
CMSINFO,CMS Info Systems Limited,Industrials,11.5,5.5,3.0,3.0,2,,2.5,26.3,1.0,49.9,5.5,2.0,47.6,0.0,7.5,1.0,93.4,3.0,2.5,602816,0.5,4988.0,3.0,NONE
ENRIN,Siemens Energy India Limited,Utilities,11.5,5.5,1.5,4.5,2,,2.5,32.9,1.0,41.1,5.5,1.5,55.7,0.0,27.5,0.0,24.8,1.5,2.5,730294,2.0,109902.0,4.5,NONE
KSHINTL,KSHINTL,Industrials,11.5,6.0,3.0,2.5,2,,1.0,55.4,3.0,14.6,6.0,1.5,15.3,1.5,74.6,0.0,21.8,3.0,2.0,423690,0.5,4304.0,2.5,NONE
HEMIPROP,Hemisphere Properties India Limited,Real Estate,11.5,5.0,3.5,3.0,1,0.21,2.0,45.1,2.0,39.3,5.0,1.0,9.1,2.0,61.1,0.5,39.0,3.5,2.5,895377,0.5,4248.0,3.0,NONE
ARIS,Arisinfra Solutions Limited,Industrials,11.5,5.5,2.5,3.5,2,,1.0,61.3,2.5,23.3,5.5,0.0,0.0,2.0,69.6,0.5,27.3,2.5,3.0,1525923,0.5,1128.0,3.5,HIGH_VOLATILITY
DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Defensive,11.5,5.0,3.5,3.0,1,-0.02,2.0,41.1,2.0,36.0,5.0,1.0,0.9,1.5,42.4,1.0,58.2,3.5,3.0,1208809,0.0,783.0,3.0,NONE
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,11.5,5.0,4.0,2.5,2,0.4,2.0,42.4,1.0,43.0,5.0,1.5,12.1,2.0,69.3,0.5,31.8,4.0,1.0,156209,1.5,12764.0,2.5,NONE
AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,11.5,6.5,4.5,0.5,2,0.41,2.5,27.5,2.0,35.3,6.5,1.5,12.7,2.0,53.7,1.0,46.2,4.5,0.0,21068,0.5,1603.0,0.5,LOW_LIQUIDITY
KOPRAN,Kopran Limited,Healthcare,11.5,6.0,3.5,2.0,3,0.76,2.0,42.6,1.0,45.4,6.0,1.0,0.2,1.5,48.9,1.0,50.3,3.5,2.0,302956,0.0,755.0,2.0,NONE
BLAL,BEML Land Assets Limited,Financial Services,11.5,7.5,4.0,0.0,3,0.66,2.5,28.3,2.0,32.6,7.5,1.0,7.0,2.0,56.5,1.0,41.2,4.0,0.0,50828,0.0,794.0,0.0,LOW_LIQUIDITY
EMMVEE,EMMVEE,Technology,11.5,5.5,1.5,4.5,2,,1.0,57.7,2.5,28.7,5.5,1.5,12.0,0.0,80.0,0.0,20.0,1.5,3.0,4268334,1.5,17863.0,4.5,NONE
ORKLAINDIA,ORKLAINDIA,Consumer Defensive,11.5,7.0,1.5,3.0,2,,2.5,29.4,2.5,24.0,7.0,1.5,10.1,0.0,83.3,0.0,16.8,1.5,2.0,317005,1.0,8647.0,3.0,NONE
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,11.5,5.5,2.5,3.5,1,0.25,2.5,26.3,2.0,39.0,5.5,1.5,10.2,1.0,75.1,0.0,24.9,2.5,2.0,465995,1.5,17958.0,3.5,NONE
GPTINFRA,GPT Infraprojects Limited,Industrials,11.5,5.0,4.0,2.5,1,-0.07,2.0,38.5,2.0,32.2,5.0,1.5,11.4,2.0,69.4,0.5,30.1,4.0,2.0,329643,0.5,1472.0,2.5,NONE
EMCURE,EMCURE,Healthcare,11.5,7.0,1.0,3.5,2,,2.0,36.3,3.0,15.5,7.0,1.0,5.2,0.0,81.7,0.0,21.9,1.0,2.0,242552,1.5,32323.0,3.5,NONE
JAGRAN,Jagran Prakashan Limited,Communication Services,11.5,6.5,3.5,1.5,1,0.27,3.0,17.3,2.5,22.4,6.5,1.0,7.0,2.0,69.0,0.5,30.9,3.5,1.0,199605,0.5,1463.0,1.5,NONE
BATAINDIA,Bata India Limited,Consumer Cyclical,11.5,4.5,5.0,2.0,2,0.45,2.5,26.9,0.0,52.4,4.5,2.0,29.8,2.0,50.5,1.0,49.5,5.0,1.0,176656,1.0,8921.0,2.0,SEVERE_DRAWDOWN
ACE,Action Construction Equipment Limited,Industrials,11.5,4.5,3.5,3.5,1,0.38,2.5,33.9,1.0,44.6,4.5,1.0,7.5,2.0,66.8,0.5,31.5,3.5,2.0,322135,1.5,10572.0,3.5,NONE
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,11.5,5.5,3.5,2.5,2,,2.5,34.1,1.0,44.5,5.5,1.0,4.0,2.0,69.6,0.5,27.6,3.5,2.0,269056,0.5,1249.0,2.5,NONE
ASKAUTOLTD,ASKAUTOLTD,Consumer Cyclical,11.5,5.5,3.0,3.0,1,-0.23,2.5,31.7,2.0,33.6,5.5,1.5,19.4,1.5,75.0,0.0,24.0,3.0,2.0,274177,1.0,9048.0,3.0,NONE
AFIL,AFIL,Financial Services,11.5,5.0,3.5,3.0,2,,2.0,47.7,1.0,47.6,5.0,1.0,2.8,1.5,49.3,1.0,50.2,3.5,3.0,2057455,0.0,382.0,3.0,NONE
ABBOTINDIA,Abbott India Limited,Healthcare,11.5,7.5,2.0,2.0,2,,3.0,22.2,2.5,28.5,7.5,1.0,7.6,1.0,75.5,0.0,24.4,2.0,0.0,9273,2.0,59371.0,2.0,LOW_LIQUIDITY
CYIENT,Cyient Limited,Industrials,11.5,5.5,3.0,3.0,2,0.53,2.5,30.0,1.0,43.1,5.5,2.0,47.3,0.0,23.7,1.0,75.6,3.0,2.0,407320,1.0,9616.0,3.0,NONE
EMBDL,Embassy Developments Limited,Real Estate,11.5,4.0,3.5,4.0,3,0.73,1.0,53.3,0.0,68.9,4.0,1.0,7.7,2.0,65.0,0.5,39.6,3.5,3.0,4026047,1.0,9764.0,4.0,SEVERE_DRAWDOWN
FORCEMOT,Force Motors Limited,Consumer Cyclical,11.5,5.5,3.5,2.5,2,0.59,1.0,53.7,2.5,30.0,5.5,1.0,4.8,2.0,63.3,0.5,36.0,3.5,1.0,118327,1.5,26822.0,2.5,NONE
HOMEFIRST,Home First Finance Company India Limited,Financial Services,11.5,6.0,2.0,3.5,2,,2.0,39.9,2.0,38.8,6.0,1.0,67.2,0.0,9.4,1.0,95.3,2.0,2.0,376117,1.5,11238.0,3.5,NONE
JWL,Jupiter Wagons Limited,Industrials,11.5,4.0,3.0,4.5,1,0.27,2.0,44.9,1.0,43.4,4.0,1.0,6.4,1.5,72.4,0.5,35.1,3.0,3.0,3951852,1.5,11759.0,4.5,NONE
KRBL,KRBL Limited,Consumer Defensive,11.5,5.0,3.0,3.5,2,,2.0,44.4,1.0,42.2,5.0,1.0,4.2,1.5,72.7,0.5,27.6,3.0,2.5,955255,1.0,7756.0,3.5,NONE
BLUEJET,Blue Jet Healthcare Limited,Healthcare,11.5,6.0,2.0,3.5,4,0.94,2.0,48.5,0.0,67.5,6.0,1.0,1.9,1.0,79.8,0.0,19.1,2.0,2.5,583231,1.0,7466.0,3.5,SEVERE_DRAWDOWN
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,11.5,4.5,3.5,3.5,1,0.27,2.5,29.4,1.0,40.3,4.5,1.5,18.4,1.5,72.0,0.5,28.0,3.5,2.0,436412,1.5,11672.0,3.5,NONE
NEWGEN,Newgen Software Technologies Limited,Technology,11.5,4.0,3.5,4.0,3,0.72,1.0,51.5,0.0,69.7,4.0,1.0,9.5,2.0,63.5,0.5,39.6,3.5,3.0,1913497,1.0,6667.0,4.0,SEVERE_DRAWDOWN
FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,11.5,6.0,1.0,4.5,2,,2.0,43.9,2.0,37.7,6.0,1.0,0.1,0.0,0.0,0.0,1.0,1.0,2.5,697542,2.0,57117.0,4.5,NONE
BALUFORGE,Balu Forge Industries Limited,Industrials,11.5,5.0,3.0,3.5,3,0.61,2.0,49.1,0.0,53.3,5.0,1.0,2.8,2.0,69.7,0.0,24.6,3.0,2.5,791659,1.0,5807.0,3.5,SEVERE_DRAWDOWN
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,11.5,7.0,3.5,1.0,3,0.61,2.0,45.5,2.0,32.9,7.0,1.0,0.0,2.0,68.5,0.5,33.1,3.5,1.0,140233,0.0,728.0,1.0,NONE
GIPCL,Gujarat Industries Power Company Limited,Utilities,11.5,5.5,3.5,2.5,2,,2.5,33.7,1.0,44.1,5.5,1.0,4.6,2.0,65.5,0.5,35.4,3.5,2.0,353962,0.5,2275.0,2.5,NONE
COFORGE,Coforge Limited,Technology,11.5,4.0,2.5,5.0,1,0.16,2.0,35.4,1.0,45.6,4.0,1.5,55.0,0.0,0.6,1.0,60.6,2.5,3.0,2420563,2.0,55085.0,5.0,NONE
ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,11.5,4.0,4.0,3.5,2,0.6,1.0,53.9,1.0,49.1,4.0,1.5,16.3,1.5,46.3,1.0,52.1,4.0,2.5,759201,1.0,6103.0,3.5,NONE
HONDAPOWER,Honda India Power Products Limited,Industrials,11.5,7.0,4.0,0.5,3,0.77,2.0,36.2,2.0,39.6,7.0,1.5,18.8,2.0,67.3,0.5,32.7,4.0,0.0,11063,0.5,2206.0,0.5,LOW_LIQUIDITY
IEX,Indian Energy Exchange Limited,Financial Services,11.5,4.0,3.0,4.5,1,0.31,2.0,45.1,1.0,44.7,4.0,2.0,30.6,0.0,13.4,1.0,89.7,3.0,3.0,11930092,1.5,11140.0,4.5,NONE
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,11.5,4.5,3.5,3.5,2,,2.5,30.8,0.0,58.8,4.5,1.5,15.6,1.5,74.9,0.5,25.0,3.5,2.0,276015,1.5,10686.0,3.5,SEVERE_DRAWDOWN
DELTACORP,Delta Corp Limited,Consumer Cyclical,11.5,5.0,3.0,3.5,2,0.59,2.0,46.2,1.0,48.2,5.0,1.0,1.0,1.0,34.5,1.0,65.2,3.0,3.0,2425299,0.5,1857.0,3.5,NONE
LTTS,L&T Technology Services Limited,Technology,11.5,5.5,3.5,2.5,1,0.09,2.5,31.9,2.0,34.5,5.5,1.5,14.4,1.5,73.9,0.5,25.8,3.5,1.0,115632,1.5,37049.0,2.5,NONE
INOXWIND,Inox Wind Limited,Industrials,11.5,3.0,4.0,4.5,1,0.14,2.0,35.3,0.0,61.3,3.0,2.0,21.1,1.5,47.4,0.5,26.4,4.0,3.0,9670902,1.5,16510.0,4.5,SEVERE_DRAWDOWN
